Sno,Customer_number,Insurance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Gender
40894,41895,no,yes,no,cellular,161.0,2,1,0,unknown,2.0,372.0,43,management,single,tertiary,M
40895,41896,no,yes,no,cellular,94.0,1,51,3,failure,2.0,330.0,35,management,married,tertiary,M
40896,41897,no,no,no,telephone,150.0,2,1,0,,2.0,230.0,82,retired,married,secondary,F
40897,41898,no,no,no,cellular,305.0,3,104,1,failure,2.0,323.0,32,services,married,secondary,M
40898,41899,no,no,no,cellular,153.0,1,1,0,unknown,2.0,459.0,36,management,single,tertiary,M
40899,41900,no,no,no,cellular,110.0,1,1,0,unknown,2.0,311.0,43,management,married,tertiary,F
40900,41901,no,no,no,cellular,58.0,1,1,0,unknown,2.0,239.0,58,blue-collar,divorced,primary,M
40901,41902,no,no,no,telephone,67.0,2,1,0,,2.0,440.0,64,blue-collar,married,primary,F
40902,41903,no,no,no,cellular,306.0,1,457,3,failure,1.0,337.0,55,management,married,primary,F
40903,41904,no,no,no,cellular,202.0,1,1,0,unknown,2.0,253.0,35,admin.,single,secondary,M
40904,41905,no,no,no,cellular,332.0,1,1,0,unknown,1.0,483.0,58,services,divorced,secondary,M
40905,41906,no,yes,no,cellular,153.0,1,1,0,unknown,2.0,115.0,26,services,single,secondary,M
40906,41907,no,yes,no,cellular,113.0,1,1,0,unknown,2.0,308.0,33,student,married,tertiary,M
40907,41908,no,no,no,cellular,875.0,1,189,4,success,2.0,267.0,69,retired,married,primary,M
40908,41909,no,no,no,cellular,338.0,2,104,1,success,1.0,314.0,33,blue-collar,single,secondary,M
40909,41910,no,no,no,cellular,96.0,1,1,0,unknown,2.0,128.0,23,technician,single,tertiary,F
40910,41911,no,no,no,cellular,71.0,1,1,0,unknown,2.0,411.0,80,retired,married,secondary,M
40911,41912,no,no,no,cellular,301.0,1,1,0,unknown,2.0,141.0,57,management,married,secondary,M
40912,41913,no,no,no,cellular,123.0,1,1,0,unknown,2.0,197.0,34,unemployed,single,tertiary,F
40913,41914,no,no,no,cellular,192.0,1,1,0,unknown,2.0,319.0,76,retired,divorced,primary,M
40914,41915,no,no,no,cellular,175.0,3,104,2,success,2.0,368.0,49,entrepreneur,single,secondary,F
40915,41916,no,no,no,telephone,26.0,1,1,0,unknown,2.0,349.0,69,retired,married,primary,M
40916,41917,no,no,no,cellular,363.0,1,104,3,success,2.0,215.0,32,management,single,tertiary,F
40917,41918,no,no,no,cellular,188.0,3,100,5,success,1.0,302.0,43,technician,married,tertiary,F
40918,41919,no,no,no,cellular,96.0,2,104,1,success,2.0,473.0,33,technician,married,tertiary,M
40919,41920,no,no,no,cellular,107.0,1,104,3,success,2.0,424.0,46,technician,married,secondary,F
40920,41921,no,no,no,cellular,188.0,1,1,0,unknown,2.0,259.0,30,blue-collar,single,primary,M
40921,41922,no,no,no,cellular,174.0,1,1,0,unknown,2.0,310.0,64,retired,married,secondary,F
40922,41923,no,yes,no,cellular,44.0,1,100,3,success,2.0,152.0,44,self-employed,married,unknown,M
40923,41924,no,no,no,cellular,90.0,1,68,1,success,2.0,151.0,49,technician,married,secondary,M
40924,41925,no,yes,no,cellular,166.0,1,36,2,other,2.0,243.0,53,services,married,unknown,M
40925,41926,no,no,no,cellular,255.0,2,104,1,success,1.0,408.0,34,services,married,secondary,M
40926,41927,no,no,no,cellular,222.0,2,104,2,failure,2.0,426.0,25,management,single,tertiary,M
40927,41928,no,no,no,cellular,246.0,1,1,0,unknown,2.0,150.0,19,student,single,primary,M
40928,41929,no,yes,yes,cellular,120.0,1,104,1,failure,2.0,133.0,44,technician,married,tertiary,F
40929,41930,no,no,no,telephone,542.0,1,78,5,failure,2.0,269.0,46,unemployed,married,secondary,M
40930,41931,no,no,no,cellular,243.0,1,1,0,unknown,2.0,202.0,26,management,single,tertiary,F
40931,41932,no,yes,no,cellular,216.0,5,1,0,unknown,2.0,378.0,50,admin.,married,secondary,F
40932,41933,no,no,no,cellular,543.0,1,1,0,unknown,2.0,126.0,74,retired,married,secondary,F
40933,41934,no,no,no,cellular,227.0,1,1,0,unknown,2.0,217.0,30,technician,married,secondary,M
40934,41935,no,no,no,telephone,478.0,2,1,0,unknown,2.0,336.0,26,student,single,secondary,F
40935,41936,no,no,no,cellular,112.0,1,104,1,success,2.0,243.0,31,management,married,tertiary,M
40936,41937,no,yes,no,cellular,107.0,1,1,0,unknown,2.0,479.0,36,technician,married,secondary,M
40937,41938,no,no,no,cellular,107.0,1,1,0,unknown,2.0,296.0,40,housemaid,married,secondary,M
40938,41939,no,no,no,cellular,95.0,1,68,1,success,2.0,163.0,30,unemployed,single,tertiary,M
40939,41940,no,no,no,cellular,162.0,1,100,3,success,2.0,397.0,32,self-employed,divorced,tertiary,F
40940,41941,no,no,no,cellular,293.0,1,104,1,success,1.0,446.0,35,services,married,unknown,M
40941,41942,no,yes,no,cellular,68.0,1,104,3,success,2.0,127.0,32,technician,single,tertiary,M
40942,41943,no,no,no,cellular,289.0,2,1,0,unknown,1.0,428.0,43,technician,single,secondary,F
40943,41944,no,no,no,cellular,344.0,3,1,0,unknown,2.0,370.0,62,management,married,tertiary,F
40944,41945,no,no,no,cellular,298.0,1,1,0,unknown,2.0,395.0,70,technician,married,tertiary,M
40945,41946,no,no,no,cellular,331.0,2,1,0,unknown,2.0,452.0,61,management,married,secondary,M
40946,41947,no,no,no,cellular,111.0,5,1,0,unknown,2.0,206.0,43,retired,divorced,primary,M
40947,41948,no,no,no,telephone,562.0,2,1,0,unknown,1.0,404.0,74,retired,married,primary,F
40948,41949,yes,no,no,cellular,489.0,5,1,0,unknown,1.0,199.0,45,unemployed,divorced,primary,M
40949,41950,no,no,no,cellular,255.0,2,105,1,failure,2.0,384.0,38,blue-collar,single,secondary,M
40950,41951,no,no,no,cellular,73.0,2,105,6,success,2.0,182.0,47,services,married,secondary,M
40951,41952,no,no,yes,cellular,101.0,4,105,4,failure,2.0,442.0,32,technician,single,tertiary,M
40952,41953,no,yes,no,cellular,784.0,3,94,10,failure,1.0,379.0,38,blue-collar,married,secondary,M
40953,41954,no,no,no,cellular,349.0,1,1,0,unknown,2.0,131.0,52,technician,married,tertiary,F
40954,41955,no,no,no,cellular,425.0,2,1,0,unknown,1.0,328.0,77,retired,married,tertiary,M
40955,41956,no,no,no,telephone,181.0,1,1,0,unknown,2.0,102.0,58,blue-collar,married,primary,M
40956,41957,no,no,no,cellular,187.0,2,1,0,unknown,2.0,237.0,67,retired,married,secondary,M
40957,41958,no,no,no,cellular,1175.0,3,189,1,other,2.0,485.0,121,retired,married,secondary,F
40958,41959,no,no,no,cellular,414.0,1,1,0,unknown,1.0,387.0,32,management,single,tertiary,M
40959,41960,no,yes,no,cellular,102.0,1,105,1,success,2.0,171.0,32,management,married,tertiary,M
40960,41961,no,yes,yes,cellular,200.0,1,127,1,failure,2.0,355.0,32,admin.,single,secondary,M
40961,41962,no,yes,no,cellular,148.0,2,1,0,unknown,1.0,271.0,29,admin.,single,tertiary,M
40962,41963,no,no,no,cellular,220.0,2,364,2,failure,2.0,479.0,40,technician,married,tertiary,M
40963,41964,no,no,no,cellular,402.0,2,1,0,unknown,2.0,329.0,26,management,single,tertiary,M
40964,41965,no,no,no,cellular,315.0,2,105,1,success,1.0,469.0,31,admin.,married,secondary,M
40965,41966,no,yes,no,cellular,105.0,1,1,0,unknown,2.0,280.0,30,management,married,tertiary,F
40966,41967,no,no,no,cellular,368.0,1,1,0,unknown,2.0,435.0,69,housemaid,single,unknown,M
40967,41968,no,no,no,cellular,485.0,3,105,1,success,2.0,365.0,29,student,single,secondary,M
40968,41969,no,no,no,cellular,282.0,1,1,0,unknown,1.0,446.0,36,technician,married,tertiary,M
40969,41970,no,no,no,cellular,399.0,1,430,1,failure,1.0,484.0,50,services,married,secondary,M
40970,41971,no,no,no,cellular,164.0,1,1,0,unknown,2.0,485.0,51,retired,married,secondary,M
40971,41972,no,no,no,cellular,234.0,1,1,0,unknown,1.0,463.0,44,technician,divorced,secondary,F
40972,41973,no,no,no,cellular,791.0,2,1,0,unknown,2.0,394.0,121,retired,married,secondary,M
40973,41974,no,no,no,cellular,1152.0,2,188,1,success,2.0,341.0,67,technician,married,secondary,F
40974,41975,no,no,no,cellular,138.0,2,69,3,failure,2.0,334.0,26,student,single,secondary,F
40975,41976,no,no,no,cellular,328.0,2,1,0,unknown,2.0,258.0,36,technician,married,tertiary,F
40976,41977,no,no,no,cellular,72.0,3,1,0,unknown,2.0,475.0,66,retired,married,secondary,M
40977,41978,no,yes,no,cellular,136.0,1,105,2,failure,2.0,228.0,37,technician,married,secondary,F
40978,41979,no,no,no,cellular,766.0,3,1,0,unknown,2.0,181.0,77,retired,married,secondary,M
40979,41980,no,no,no,cellular,192.0,3,1,0,unknown,1.0,317.0,60,retired,married,secondary,M
40980,41981,no,no,no,cellular,78.0,2,1,0,unknown,2.0,218.0,33,admin.,married,secondary,M
40981,41982,no,yes,no,cellular,347.0,2,1,0,unknown,2.0,367.0,33,management,married,tertiary,M
40982,41983,no,no,no,cellular,496.0,2,1,0,unknown,1.0,451.0,23,student,single,secondary,F
40983,41984,no,no,no,cellular,160.0,1,1,0,unknown,2.0,479.0,34,management,married,tertiary,M
40984,41985,no,no,no,cellular,293.0,2,105,2,success,1.0,110.0,56,management,married,tertiary,M
40985,41986,no,no,no,cellular,233.0,1,1,0,unknown,2.0,485.0,39,management,married,tertiary,F
40986,41987,no,yes,no,cellular,105.0,1,1,0,unknown,2.0,296.0,33,management,single,secondary,F
40987,41988,no,no,no,cellular,227.0,2,192,1,failure,1.0,337.0,76,retired,married,primary,F
40988,41989,no,no,no,cellular,100.0,1,191,3,other,2.0,400.0,72,retired,married,primary,F
40989,41990,no,no,no,telephone,57.0,1,1,0,unknown,2.0,186.0,37,management,single,tertiary,F
40990,41991,no,yes,yes,cellular,129.0,1,1,0,unknown,2.0,426.0,28,services,single,secondary,M
40991,41992,no,no,no,cellular,74.0,2,1,0,unknown,2.0,205.0,24,student,single,secondary,F
40992,41993,no,no,no,cellular,103.0,1,105,2,success,2.0,150.0,24,student,single,secondary,M
40993,41994,no,no,no,telephone,213.0,1,1,0,unknown,2.0,425.0,66,housemaid,divorced,primary,M
40994,41995,no,yes,yes,cellular,284.0,1,92,2,failure,2.0,437.0,42,management,single,tertiary,F
40995,41996,no,no,no,cellular,111.0,1,105,1,success,2.0,288.0,33,admin.,married,secondary,F
40996,41997,no,no,no,cellular,83.0,1,105,1,failure,2.0,137.0,29,management,married,tertiary,M
40997,41998,no,no,no,cellular,219.0,1,101,2,other,2.0,497.0,21,management,single,secondary,M
40998,41999,no,yes,yes,cellular,477.0,2,1,0,unknown,1.0,300.0,33,services,married,secondary,F
40999,42000,no,yes,no,cellular,73.0,1,112,2,other,2.0,397.0,35,admin.,single,tertiary,F
41000,42001,no,no,no,cellular,204.0,3,105,1,failure,1.0,328.0,28,technician,single,secondary,F
41001,42002,no,yes,no,cellular,726.0,1,1,0,unknown,2.0,172.0,34,technician,married,tertiary,M
41002,42003,no,yes,no,cellular,75.0,1,442,2,failure,2.0,235.0,27,admin.,single,secondary,F
41003,42004,no,no,no,cellular,159.0,2,78,3,success,2.0,108.0,35,technician,married,secondary,M
41004,42005,no,no,no,cellular,344.0,1,190,2,failure,2.0,339.0,48,self-employed,married,secondary,M
41005,42006,no,no,no,cellular,135.0,1,113,5,success,2.0,417.0,34,admin.,married,tertiary,F
41006,42007,no,no,yes,cellular,112.0,1,1,0,unknown,2.0,252.0,54,technician,married,secondary,M
41007,42008,no,no,no,cellular,99.0,1,1,0,unknown,2.0,150.0,74,retired,divorced,primary,M
41008,42009,no,no,no,cellular,185.0,2,105,3,success,2.0,252.0,36,admin.,single,tertiary,F
41009,42010,no,no,no,cellular,371.0,2,1,0,unknown,2.0,412.0,48,self-employed,married,tertiary,F
41010,42011,no,yes,no,cellular,143.0,1,90,1,success,2.0,253.0,26,technician,single,tertiary,F
41011,42012,no,no,no,telephone,99.0,1,1,0,unknown,2.0,410.0,45,technician,married,secondary,M
41012,42013,no,no,no,cellular,146.0,1,1,0,unknown,2.0,135.0,57,housemaid,divorced,primary,M
41013,42014,no,no,no,cellular,284.0,1,1,0,unknown,2.0,422.0,34,management,single,tertiary,F
41014,42015,no,no,no,cellular,738.0,1,1,0,unknown,1.0,467.0,34,management,single,tertiary,F
41015,42016,no,no,no,cellular,75.0,1,105,3,success,2.0,443.0,30,admin.,single,tertiary,M
41016,42017,no,no,no,cellular,320.0,2,101,2,success,1.0,296.0,56,retired,married,primary,M
41017,42018,no,no,no,cellular,135.0,2,1,0,unknown,2.0,143.0,35,admin.,single,tertiary,F
41018,42019,no,no,no,telephone,43.0,1,105,2,failure,2.0,301.0,50,housemaid,divorced,secondary,F
41019,42020,no,yes,no,cellular,92.0,2,90,1,failure,2.0,442.0,30,management,single,tertiary,F
41020,42021,no,yes,no,cellular,393.0,2,462,1,success,1.0,221.0,45,management,single,tertiary,F
41021,42022,no,no,no,cellular,479.0,1,1,0,unknown,1.0,408.0,36,technician,single,secondary,M
41022,42023,no,no,no,cellular,284.0,3,1,0,unknown,1.0,171.0,57,retired,single,tertiary,M
41023,42024,no,yes,yes,cellular,236.0,3,1,0,unknown,2.0,206.0,35,management,married,tertiary,F
41024,42025,no,no,no,telephone,217.0,2,1,0,unknown,2.0,103.0,30,student,single,tertiary,F
41025,42026,no,no,no,cellular,99.0,2,105,10,success,2.0,416.0,34,management,single,tertiary,M
41026,42027,no,no,no,cellular,202.0,1,83,5,failure,2.0,337.0,30,management,married,tertiary,F
41027,42028,no,no,no,cellular,238.0,2,265,1,failure,2.0,259.0,33,blue-collar,married,secondary,M
41028,42029,no,yes,yes,cellular,158.0,1,1,0,unknown,2.0,471.0,33,management,married,tertiary,M
41029,42030,no,no,no,cellular,275.0,1,1,0,unknown,2.0,253.0,66,management,single,tertiary,M
41030,42031,no,no,no,cellular,354.0,3,1,0,unknown,1.0,197.0,49,technician,married,tertiary,M
41031,42032,no,no,no,cellular,126.0,2,1,0,unknown,2.0,321.0,29,housemaid,single,tertiary,F
41032,42033,no,no,no,telephone,640.0,2,101,4,success,1.0,369.0,49,management,married,tertiary,M
41033,42034,no,no,no,cellular,228.0,2,106,2,failure,2.0,387.0,33,admin.,married,secondary,M
41034,42035,no,no,no,cellular,182.0,2,37,2,failure,2.0,354.0,58,retired,married,secondary,M
41035,42036,no,no,no,cellular,150.0,2,1,0,unknown,1.0,424.0,37,services,married,secondary,F
41036,42037,no,no,no,cellular,233.0,2,1,0,unknown,2.0,123.0,74,retired,married,tertiary,M
41037,42038,no,no,no,telephone,176.0,2,99,17,other,2.0,267.0,67,retired,married,primary,M
41038,42039,no,no,no,cellular,156.0,2,1,0,unknown,1.0,105.0,37,management,married,tertiary,M
41039,42040,no,no,no,cellular,172.0,4,1,0,unknown,1.0,312.0,35,management,single,tertiary,M
41040,42041,no,no,no,cellular,185.0,3,73,1,failure,2.0,268.0,59,unemployed,divorced,secondary,M
41041,42042,no,no,no,cellular,90.0,3,120,1,failure,2.0,284.0,120,retired,married,primary,F
41042,42043,no,no,no,cellular,126.0,3,127,7,other,2.0,265.0,21,student,single,secondary,M
41043,42044,no,no,no,cellular,180.0,1,106,2,failure,2.0,168.0,57,admin.,married,secondary,M
41044,42045,no,no,no,telephone,151.0,1,106,1,failure,2.0,185.0,29,unemployed,single,secondary,M
41045,42046,no,no,no,cellular,98.0,1,106,1,failure,2.0,376.0,43,unemployed,married,secondary,F
41046,42047,no,no,no,cellular,117.0,1,1,0,unknown,2.0,482.0,45,management,married,tertiary,M
41047,42048,no,no,no,cellular,225.0,1,1,0,unknown,1.0,351.0,46,unemployed,single,tertiary,M
41048,42049,no,no,no,cellular,209.0,2,106,2,success,1.0,498.0,26,admin.,single,secondary,F
41049,42050,no,no,no,cellular,319.0,1,268,2,failure,2.0,262.0,54,retired,married,tertiary,F
41050,42051,no,no,no,cellular,257.0,1,102,2,failure,2.0,479.0,33,self-employed,married,tertiary,M
41051,42052,no,no,no,cellular,230.0,1,1,0,unknown,2.0,150.0,69,retired,married,primary,M
41052,42053,no,no,no,cellular,436.0,1,403,5,success,1.0,365.0,47,unemployed,married,secondary,M
41053,42054,no,no,no,cellular,415.0,1,1,0,unknown,2.0,482.0,63,retired,divorced,secondary,M
41054,42055,no,no,no,cellular,260.0,1,1,0,unknown,2.0,450.0,59,management,divorced,tertiary,M
41055,42056,no,no,no,cellular,92.0,3,106,2,success,2.0,134.0,58,management,divorced,tertiary,F
41056,42057,no,no,no,cellular,326.0,3,1,0,unknown,1.0,119.0,36,management,married,primary,F
41057,42058,no,no,no,cellular,253.0,1,1,0,unknown,2.0,330.0,19,student,single,unknown,F
41058,42059,no,yes,no,cellular,78.0,1,79,4,other,2.0,361.0,28,admin.,single,tertiary,F
41059,42060,no,yes,no,cellular,260.0,2,463,1,failure,2.0,205.0,26,technician,single,tertiary,F
41060,42061,no,yes,no,cellular,190.0,2,84,7,failure,2.0,337.0,37,management,married,tertiary,M
41061,42062,no,no,no,cellular,107.0,3,1,0,unknown,2.0,187.0,64,retired,married,tertiary,F
41062,42063,no,no,no,cellular,186.0,1,1,0,unknown,1.0,220.0,36,blue-collar,divorced,secondary,M
41063,42064,no,no,no,cellular,236.0,2,1,0,unknown,2.0,240.0,22,student,single,secondary,F
41064,42065,no,yes,no,cellular,108.0,1,102,4,success,2.0,143.0,38,technician,divorced,secondary,M
41065,42066,no,no,no,cellular,137.0,1,102,5,success,1.0,114.0,37,student,single,unknown,M
41066,42067,no,no,no,cellular,185.0,1,1,0,unknown,1.0,323.0,62,management,married,tertiary,F
41067,42068,no,no,no,cellular,105.0,1,1,0,unknown,2.0,448.0,29,student,single,unknown,M
41068,42069,no,no,no,cellular,125.0,1,1,0,unknown,1.0,251.0,26,blue-collar,single,secondary,F
41069,42070,no,no,no,cellular,553.0,1,1,0,unknown,2.0,298.0,72,retired,single,tertiary,F
41070,42071,no,no,no,cellular,94.0,4,1,0,unknown,1.0,261.0,45,management,married,tertiary,M
41071,42072,no,yes,no,cellular,801.0,2,1,0,unknown,1.0,411.0,33,management,married,tertiary,F
41072,42073,no,yes,no,cellular,276.0,2,1,0,unknown,1.0,402.0,63,technician,married,secondary,M
41073,42074,no,no,no,cellular,100.0,2,1,0,unknown,1.0,375.0,23,blue-collar,married,secondary,F
41074,42075,no,no,no,telephone,82.0,2,1,0,unknown,2.0,304.0,57,retired,married,secondary,F
41075,42076,no,no,no,cellular,482.0,2,1,0,unknown,2.0,330.0,55,retired,married,primary,M
41076,42077,no,no,no,cellular,101.0,1,1,0,unknown,2.0,239.0,20,student,single,secondary,M
41077,42078,no,no,no,cellular,201.0,1,1,0,unknown,1.0,302.0,25,management,single,tertiary,F
41078,42079,no,yes,no,cellular,88.0,5,1,0,unknown,2.0,324.0,32,technician,married,tertiary,M
41079,42080,no,no,no,cellular,391.0,3,106,1,failure,1.0,227.0,60,retired,married,unknown,M
41080,42081,no,yes,no,cellular,190.0,3,270,3,failure,1.0,380.0,44,management,married,tertiary,F
41081,42082,no,no,no,cellular,203.0,5,84,1,failure,2.0,202.0,32,management,single,tertiary,M
41082,42083,no,no,no,cellular,498.0,2,191,1,failure,1.0,222.0,33,unemployed,single,tertiary,M
41083,42084,no,yes,no,cellular,880.0,3,267,1,other,1.0,297.0,39,entrepreneur,married,tertiary,M
41084,42085,no,yes,no,cellular,153.0,2,102,3,success,2.0,120.0,36,technician,single,secondary,M
41085,42086,no,yes,no,cellular,260.0,3,457,1,other,1.0,386.0,46,blue-collar,married,unknown,M
41086,42087,no,yes,no,cellular,142.0,2,88,2,failure,2.0,400.0,41,admin.,divorced,secondary,F
41087,42088,no,yes,no,cellular,99.0,3,1,0,unknown,2.0,276.0,32,blue-collar,single,secondary,M
41088,42089,no,no,no,cellular,70.0,3,1,0,unknown,2.0,385.0,33,technician,married,tertiary,F
41089,42090,no,no,no,cellular,211.0,3,1,0,unknown,1.0,246.0,25,student,single,secondary,M
41090,42091,no,no,no,cellular,224.0,3,1,0,unknown,2.0,307.0,35,management,single,tertiary,M
41091,42092,no,no,no,telephone,159.0,2,106,6,success,2.0,187.0,54,technician,married,secondary,F
41092,42093,no,yes,no,cellular,313.0,4,102,5,failure,2.0,452.0,39,technician,married,tertiary,M
41093,42094,no,yes,yes,cellular,80.0,1,273,1,failure,2.0,244.0,35,technician,married,secondary,F
41094,42095,no,no,no,cellular,219.0,1,84,2,failure,2.0,398.0,32,technician,married,tertiary,F
41095,42096,no,yes,no,cellular,308.0,1,459,1,success,1.0,172.0,42,admin.,married,primary,F
41096,42097,no,no,no,cellular,43.0,1,83,2,failure,2.0,155.0,25,self-employed,single,unknown,F
41097,42098,no,no,no,cellular,116.0,1,1,0,unknown,2.0,267.0,55,entrepreneur,married,tertiary,F
41098,42099,no,no,no,cellular,75.0,1,1,0,unknown,2.0,494.0,27,admin.,single,secondary,F
41099,42100,no,no,no,cellular,152.0,1,1,0,unknown,2.0,447.0,73,retired,married,tertiary,M
41100,42101,no,no,no,cellular,348.0,1,1,0,unknown,1.0,127.0,56,management,married,unknown,M
41101,42102,no,no,no,telephone,199.0,1,1,0,unknown,1.0,184.0,82,retired,married,secondary,M
41102,42103,no,no,no,cellular,551.0,2,1,0,unknown,2.0,442.0,70,entrepreneur,married,tertiary,F
41103,42104,no,no,no,cellular,80.0,1,1,0,unknown,2.0,118.0,57,management,married,secondary,M
41104,42105,no,no,no,cellular,286.0,1,1,0,unknown,1.0,377.0,77,retired,married,tertiary,F
41105,42106,no,no,no,cellular,156.0,1,1,0,unknown,2.0,274.0,31,management,single,tertiary,F
41106,42107,no,yes,no,cellular,97.0,2,1,0,unknown,2.0,427.0,56,blue-collar,married,secondary,F
41107,42108,no,no,no,cellular,220.0,1,1,0,unknown,1.0,267.0,36,services,single,tertiary,M
41108,42109,no,no,no,telephone,122.0,1,109,1,other,2.0,200.0,34,technician,single,secondary,M
41109,42110,no,no,no,cellular,237.0,1,82,2,failure,2.0,407.0,26,student,single,secondary,M
41110,42111,no,yes,no,cellular,115.0,1,1,0,unknown,2.0,130.0,30,admin.,married,tertiary,M
41111,42112,no,no,no,telephone,123.0,1,1,0,unknown,2.0,423.0,29,student,single,unknown,M
41112,42113,no,yes,no,cellular,125.0,1,1,0,unknown,2.0,123.0,26,management,single,tertiary,F
41113,42114,no,yes,no,cellular,123.0,2,454,3,success,2.0,329.0,45,technician,divorced,secondary,M
41114,42115,no,no,no,cellular,366.0,2,1,0,unknown,2.0,260.0,52,management,married,tertiary,M
41115,42116,no,no,no,cellular,343.0,2,397,1,failure,1.0,347.0,35,management,single,tertiary,M
41116,42117,no,yes,no,cellular,711.0,1,1,0,unknown,1.0,477.0,50,technician,married,secondary,F
41117,42118,no,no,no,cellular,628.0,1,83,1,other,2.0,162.0,58,management,married,tertiary,M
41118,42119,no,no,no,cellular,192.0,1,1,0,unknown,2.0,118.0,39,management,single,tertiary,M
41119,42120,no,yes,no,cellular,80.0,1,81,2,failure,2.0,108.0,36,admin.,married,secondary,M
41120,42121,no,no,no,telephone,119.0,1,105,2,failure,2.0,321.0,67,retired,married,unknown,M
41121,42122,no,no,no,cellular,606.0,1,196,1,success,1.0,241.0,62,retired,married,secondary,M
41122,42123,no,yes,no,cellular,156.0,1,199,1,failure,1.0,406.0,26,management,single,tertiary,M
41123,42124,no,no,no,cellular,109.0,1,1,0,unknown,2.0,484.0,67,retired,married,primary,F
41124,42125,no,no,no,cellular,33.0,2,1,0,unknown,2.0,123.0,36,management,single,tertiary,M
41125,42126,no,yes,no,cellular,460.0,2,1,0,unknown,1.0,152.0,24,technician,married,secondary,F
41126,42127,no,no,no,cellular,134.0,1,82,3,failure,2.0,147.0,26,management,single,tertiary,M
41127,42128,no,no,no,cellular,243.0,2,1,0,unknown,2.0,200.0,61,management,married,secondary,F
41128,42129,no,no,no,cellular,65.0,2,1,0,unknown,2.0,155.0,70,management,married,tertiary,M
41129,42130,no,no,no,cellular,177.0,1,1,0,unknown,2.0,250.0,71,retired,married,unknown,F
41130,42131,no,no,no,cellular,61.0,1,84,1,failure,2.0,108.0,52,management,married,tertiary,F
41131,42132,no,no,no,telephone,205.0,1,1,0,unknown,1.0,239.0,55,management,married,tertiary,M
41132,42133,no,no,no,cellular,543.0,1,78,2,failure,2.0,474.0,58,technician,married,tertiary,M
41133,42134,no,no,no,cellular,147.0,1,379,1,failure,2.0,266.0,37,management,married,tertiary,M
41134,42135,no,no,no,telephone,215.0,1,197,2,failure,1.0,174.0,22,student,single,secondary,M
41135,42136,no,no,no,cellular,161.0,1,173,1,failure,1.0,270.0,30,student,single,secondary,F
41136,42137,no,no,no,cellular,90.0,1,1,0,unknown,2.0,124.0,79,housemaid,married,primary,M
41137,42138,no,no,no,cellular,101.0,1,1,0,unknown,2.0,133.0,30,blue-collar,married,secondary,F
41138,42139,no,no,no,telephone,108.0,1,1,0,unknown,2.0,334.0,39,services,single,secondary,F
41139,42140,no,no,no,cellular,237.0,1,1,0,unknown,1.0,233.0,55,technician,divorced,tertiary,M
41140,42141,no,yes,no,cellular,210.0,2,124,2,failure,2.0,281.0,35,management,divorced,tertiary,M
41141,42142,no,no,no,cellular,101.0,1,1,0,unknown,2.0,108.0,32,technician,married,tertiary,M
41142,42143,no,yes,no,cellular,360.0,1,1,0,unknown,2.0,201.0,44,management,married,tertiary,F
41143,42144,no,no,no,cellular,148.0,1,84,2,failure,1.0,329.0,34,housemaid,married,tertiary,M
41144,42145,no,no,no,cellular,117.0,1,1,0,unknown,2.0,450.0,64,retired,married,secondary,M
41145,42146,no,no,no,cellular,363.0,1,1,0,unknown,2.0,357.0,65,retired,married,secondary,M
41146,42147,no,yes,no,cellular,216.0,1,1,0,unknown,1.0,323.0,31,management,married,tertiary,M
41147,42148,no,no,yes,cellular,193.0,1,386,3,success,1.0,117.0,55,technician,married,secondary,F
41148,42149,no,no,no,cellular,370.0,2,1,0,unknown,1.0,370.0,34,management,single,tertiary,M
41149,42150,no,yes,no,cellular,532.0,1,461,5,failure,1.0,400.0,49,technician,single,secondary,M
41150,42151,no,no,no,cellular,307.0,1,1,0,unknown,2.0,363.0,49,entrepreneur,single,tertiary,F
41151,42152,no,no,no,cellular,197.0,2,118,2,failure,2.0,149.0,69,housemaid,married,primary,M
41152,42153,no,no,no,telephone,280.0,3,1,0,unknown,2.0,377.0,60,management,married,secondary,M
41153,42154,no,no,no,cellular,441.0,1,1,0,unknown,1.0,241.0,67,retired,divorced,tertiary,M
41154,42155,no,no,no,cellular,431.0,4,1,0,unknown,2.0,160.0,49,management,married,tertiary,M
41155,42156,no,no,no,cellular,220.0,5,117,2,other,2.0,223.0,56,housemaid,divorced,secondary,F
41156,42157,no,no,no,telephone,578.0,2,1,0,unknown,2.0,286.0,67,retired,married,unknown,M
41157,42158,no,no,no,cellular,250.0,1,107,5,failure,2.0,434.0,57,retired,married,tertiary,M
41158,42159,no,no,no,cellular,207.0,4,1,0,unknown,2.0,397.0,58,retired,married,tertiary,M
41159,42160,no,no,no,cellular,574.0,1,84,3,success,1.0,281.0,43,admin.,married,secondary,F
41160,42161,no,no,no,cellular,399.0,2,183,2,success,2.0,143.0,63,retired,married,secondary,M
41161,42162,no,no,yes,cellular,65.0,1,1,0,unknown,2.0,431.0,22,admin.,single,secondary,M
41162,42163,no,no,no,telephone,2027.0,5,1,0,unknown,2.0,446.0,89,retired,married,tertiary,M
41163,42164,no,no,no,cellular,238.0,4,1,0,unknown,1.0,322.0,26,management,single,tertiary,M
41164,42165,no,yes,no,cellular,768.0,2,141,3,failure,1.0,374.0,35,technician,single,tertiary,M
